urls,images
www.digikala.com/product/dkp-4504484/کتاب-the-big-book-of-bts-اثر-katy-sprinkel-نشر-triumph-books,"https://dkstatics-public.digikala.com/digikala-products/220e1acdeba2d5acf8135bed218cf95ad8f1e9b3_1613771777.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-2892053/کتاب-معجزه-شکرگزاری-اثر-راندا-برن-انتشارات-نیک-ورزان,"https://dkstatics-public.digikala.com/digikala-products/121465460.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-374042/کتاب-خوب-های-بد-بدهای-خوب-اثر-سومان-چینانی,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-6162344/کتاب-جنایت-و-مکافات-اثر-فیودور-داستایفسکی-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/69f42ec6972f6d1453082fbff8bdb2b32836dd34_1629504420.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-638656/کتاب-آیا-می-دانید-اثر-احسان-علم,"https://dkstatics-public.digikala.com/digikala-products/2714681.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-2833509/کتاب-معامله-گر-پرایس-اکشن-اثر-لنس-بگز-انتشارات-آراد-کتاب,"https://dkstatics-public.digikala.com/digikala-products/121178018.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5437689/کتاب-هنر-ظریف-بی-خیالی-اثر-مارک-منسون-انتشارات-نگین-ایران,"https://dkstatics-public.digikala.com/digikala-products/511f0b827d7843432f0079e56ab9fe843b4d3781_1623481718.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4346697/کتاب-تختخوابت-را-مرتب-کن-اثر-ژنرال-ویلیام-اچ-مک-ریون-انتشارات-نگین-ایران,"https://dkstatics-public.digikala.com/digikala-products/2e1f8f543e037cf5519fe56c791aa207938b5e1d_1611952337.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1449940/کتاب-تقویت-هوش-اثر-محمدجواد-گلشنی-مجموعه-6-جلدی-نشر-کودک-یار,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-6718783/کتاب-the-big-book-of-bts-اثر-katy-sprinkel-نشر-triumph-books,"https://dkstatics-public.digikala.com/digikala-products/e8dbdf2a33e5f989d8f76a95315dc46c0309400b_1633948172.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
