urls,images,path
www.digikala.com/product/dkp-2624543/بلوز-زنانه-افراتین-کد-7515-رنگ-قرمز,"https://dkstatics-public.digikala.com/digikala-products/120153070.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-7515-رنگ-قرمز.jpg
www.digikala.com/product/dkp-4916507/بلوز-زنانه-مدل-358429027,"https://dkstatics-public.digikala.com/digikala-products/fc8f6684169491584d64d870f6bda31236ce2644_1618505066.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-358429027.jpg
www.digikala.com/product/dkp-2331856/بلوز-زنانه-افراتین-کد-7511-رنگ-صورتی,"https://dkstatics-public.digikala.com/digikala-products/117728195.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-7511-رنگ-صورتی.jpg
www.digikala.com/product/dkp-6742911/بادی-زنانه-کیکی-رایکی-مدل-bb2690-001,"https://dkstatics-public.digikala.com/digikala-products/3aad6e435efee799bd2c00c80d0328e47402f94c_1634716424.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بادی-زنانه-کیکی-رایکی-مدل-bb2690-001.jpg
www.digikala.com/product/dkp-7166075/بلوز-زنانه-مدل-رزیتا-پفکی,"https://dkstatics-public.digikala.com/digikala-products/7736bad6729c415cff9716cf69ee4c4136effda2_1638335658.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-رزیتا-پفکی.jpg
www.digikala.com/product/dkp-6679710/شومیز-زنانه-زیبو-مدل-011366-white,"https://dkstatics-public.digikala.com/digikala-products/d3ddddf75494ef89a5746d4ae7674dcedd8c1a60_1633783425.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-زیبو-مدل-011366-white.jpg
www.digikala.com/product/dkp-6422836/بلوز-زنانه-مدل-prc,"https://dkstatics-public.digikala.com/digikala-products/d7c678056d2a0b3359b4ec510b60fa52ec67fda0_1631418271.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-prc.jpg
www.digikala.com/product/dkp-4508708/بلوز-زنانه-السانا-مدل-مهتا-کد-78803,"https://dkstatics-public.digikala.com/digikala-products/b133489cbe641a1d7996c1ac7adb5fed01ab97b1_1613822671.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-السانا-مدل-مهتا-کد-78803.jpg
www.digikala.com/product/dkp-3429827/شومیز-زنانه-مدل-sh01,"https://dkstatics-public.digikala.com/digikala-products/66a336477584c88f3815aaafc6089003af7a6b5f_1600751257.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-مدل-sh01.jpg
www.digikala.com/product/dkp-2309247/شومیز-زنانه-اسمارا-کد-at-ian0014,"https://dkstatics-public.digikala.com/digikala-products/117714761.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-اسمارا-کد-at-ian0014.jpg
www.digikala.com/product/dkp-4513721/بلوز-زنانه-مدل-bm123,"https://dkstatics-public.digikala.com/digikala-products/3ae3f9eba405940e3de21a74bf9c0326939f8694_1614006231.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-bm123.jpg
www.digikala.com/product/dkp-1542275/بلوز-زنانه-افراتین-کد-2526-3-رنگ-خاکستری,"https://dkstatics-public.digikala.com/digikala-products/117365154.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-2526-3-رنگ-خاکستری.jpg
www.digikala.com/product/dkp-7116647/بلوز-زنانه-مدل-لاله,"https://dkstatics-public.digikala.com/digikala-products/c12d48e95b283d36faecece305bce474b2c76463_1637390166.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-لاله.jpg
www.digikala.com/product/dkp-3836861/بلوز-زنانه-مانگو-مدل-31097511-52,"https://dkstatics-public.digikala.com/digikala-products/e632a9117de2c49124ef226a66b1041d76c091f3_1606297281.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مانگو-مدل-31097511-52.jpg
www.digikala.com/product/dkp-4192641/سویشرت-زنانه-افراتین-کد-7527-رنگ-مرجانی,"https://dkstatics-public.digikala.com/digikala-products/f8fec48cf67ae6c106e0b2f799c3e9c91c6c8cd9_1610174792.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",سویشرت-زنانه-افراتین-کد-7527-رنگ-مرجانی.jpg
www.digikala.com/product/dkp-5969514/بلوز-زنانه-برنس-مدل-ara-15,"https://dkstatics-public.digikala.com/digikala-products/3b6a1da86982e8a541121e13fa4500fc1365cfe4_1628573841.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-برنس-مدل-ara-15.jpg
www.digikala.com/product/dkp-6622121/شومیز-زنانه-سیدونا-مدل-2000-1000-200,"https://dkstatics-public.digikala.com/digikala-products/817b1c66f5ddb5523e3c72fefb9d9b76092d519b_1634027936.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-سیدونا-مدل-2000-1000-200.jpg
www.digikala.com/product/dkp-5726721/شومیز-زنانه-اکزاترس-مدل-i046001002030140-002,"https://dkstatics-public.digikala.com/digikala-products/d20d82896a765ea451d6c7a402bc33823764ef15_1636292993.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-اکزاترس-مدل-i046001002030140-002.jpg
www.digikala.com/product/dkp-2331951/بلوز-زنانه-افراتین-کد-7517-رنگ-صورتی,"https://dkstatics-public.digikala.com/digikala-products/117728299.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-7517-رنگ-صورتی.jpg
